text,Sentiments
@AmericanAir not sure why I would bother when the agent at the airport didnt help &amp; nobody on phone would. Ticket Cancelled Flightled for no reason.,2
@AmericanAir HELP NEEDED ! #complaint ticketed passenger with no available seats scheduled to leave Late Flightr today,2
@AmericanAir leave our luggage in the baggage claim without any previous information! That's not the deal!! http://t.co/oTTy5rYMzD,2
@AmericanAir  2 hours to be answered on a call?,0
@AmericanAir Somehow between DFW and MIA I got bumped from 12B all the way to 41G on 2312? What's up with that?,2
"@AmericanAir #AmericanAirlines 1 1/2 hr wait for bags. If this is the a taste of the worlds largest airline, heaven help aviation",2
@AmericanAir @macario2 but you are Late Flight again!! Again and again! Where are the crew?,2
"@AmericanAir 

Fantastic support by the Twitter team. I appreciate it. Thanks again.",1
@AmericanAir  hung up on now many times trying to cal 8004337300 crazy,0
@AmericanAir that's quite an impressive list of fees!,2
"@AmericanAir @GolfWithWoody Don't buy it, Woody. They're making it MUCH worse with understaffing, rudeness, and pre-rookie mistakes",2
@AmericanAir you have to run the engine to troubleshoot an issue before boarding the plane!?! How about another plane? #aa2227 #miatoiah,2
"“@AmericanAir: @RussellsWriting Russ, please contact Reservations at 800-433-7300 for reFlight Booking Problems options.” Good luck with that!",2
@AmericanAir flight was Cancelled Flightled can you guys help?,2
"@AmericanAir Changed flight from BNA to 2/20 ahead of weather. Slammed me with cost diff because ""no weather advisory.""Really!",2
"@AmericanAir my itinerary was from EWR TO DALLAS to LA. You Cancelled Flightled my flight, you have my money, find a way to get me there from EWR",2
@AmericanAir an hour at baggage carousel and still no luggage?? Nail in the coffin.,2
@AmericanAir Nicest people ever flight to Chicago.Thanks David Deane &amp; Norma Sedholm for making me feel comfortable ✈️✈️✈️✈️✈️✈️✈️,1
@AmericanAir Can't get thru by phone to use a credit that's about to expire! #frustrated #aa.com,2
@AmericanAir when is next lax JFK flight today,0
"@AmericanAir appreciate update. Have also appreciated our pilots effort to explain to us just now. Accurate, authoritative comms is vital.",1
@AmericanAir now down to only one agent helping a stagnant line of almost 100 customers. Super.,2
@AmericanAir The bad weather wasn't a surprise! You should have double/triple staff on hand to handle calls. Way to treat your customers.,2
"@AmericanAir after all, the plane didn’t land in identical or worse) conditions at GRK according to METARs.",2
@AmericanAir flight Cancelled Flighted out of LAX for tomorrow due to connection in DFW. Help please? we can go out of orange or burbank,2
"@AmericanAir first the pilot, then the catering...",2
".@AmericanAir Also, not the reservations team's fault. Bad top-down decision. I feel bad for the reservations AND social media teams.",2
@AmericanAir I would like a refund for this flight. They delayed the flight 5 times. I feel like you're making fun of us.,2
@AmericanAir @TheNateK I submitted a complaint via that link in Dec. &amp; followed up in Jan. NEVER HEARD BACK! #badcustomerservice,2
"@americanair Greatest Newark Gate Agents ever: David Deane, Norma Sedholm and Luz Calderon just made me feel like a king. #AmericanAirlines",1
"@AmericanAir flights been Cancelled Flightled, can't get through to the desk and nothing showing online under my reservation - what do I do?",2
"@AmericanAir The point of the pic: If your reps struggle with the merger this much, imagine how it is for the public! http://t.co/hQdB5IRuVg",2
@AmericanAir flight was 2488 out of EWR STOP AT DALLAS THEN TO LA. I need to be in la tonight!,2
@AmericanAir I was flying from Ft Lauderdale FL to Seattle WA on the 02/28/2015 until the 03/03/2015 and they don't want to honor my flight.,2
@AmericanAir wasn't able to get on hold. Your system kept kicking me to the main menu.,2
@americanair Seattle check-in. 1 desk servicing full service line. 2 desks servicing priority. Full srvc wait 30+ minutes. Customer svc fail,2
@AmericanAir hey! Tried calling customer service and was told there's a 2 hour wait. This has been for the past 4 hours. Thanks! You suck!,2
@AmericanAir since we are leaving tomorrow to miami can you do one thing right and deliver the bags to the airport?,2
@AmericanAir but have been yet to receive assistance from one of your agents in securing a new connection. Many will now miss work tomorrow.,2
@AmericanAir @cheerUPDATES So you're saying the call center is understaffed?,2
@AmericanAir I've been trying to change frm AA 2401 to LAX at 6:50am MONDAY morning then AA 2586 from LAX to FAT to flight AA 1359?#helpAA,0
@AmericanAir are flights from Columbus Ohio to Dallas Texas Cancelled Flighted?,0
"@AmericanAir @naomi_cooper Are you out of your mind, AA? What is the point of this Twitter acct? Form letters in 140 characters or less?",2
@AmericanAir  many have missed connections already b/c of delayed flight which will finally board soon,2
@AmericanAir On flt 1627 from DFW to FAT on 2/23 and it was 86'd. Can you rebook me on the 1359 flight tonight? Can't get through on phone.,0
@AmericanAir I wasn't important this morning when you would not seat my wife and I together or allow me to choose seats at Flight Booking Problems!!,2
"@AmericanAir i dont believe it, it has been impossible for your agents to get an update from the delivery company since yesterday at 11 am",2
@AmericanAir yet there are plenty of available AA agents at gates nearby who say they are unable to help customers from our flight.,2
"@AmericanAir @BDinDallas The personal touch you're known for, AA. Other cool perks: blaming understaffing on weather. And 3 hr hold times.",2
"@AmericanAir been waiting in line for over an hour in San Antonio, barely moved &amp; only two agents. 30 in front of me &amp; at least 40 behind.",2
@AmericanAir my return flight is scheduled on Wednesday; AA138 I believe.  Thanks for the help!,1
@AmericanAir. You neglected to mention the $200 fee per ticket.  I had a medical reason and still have had to jump thru hoops.,2
@AmericanAir ....I am on attempt #6 and hour #10 of calling and being put on hold.  Not feeling confident that I will ever get through...,2
"@AmericanAir bought a ticket on @SouthwestAir. After two days, your ""team"" couldn't share the data needed to get me to my next meeting.",2
@AmericanAir thanks for the response. I know it's not your fault... But Im in ORD in T5 and hungry if you want to stop by ✈️✌️,2
@AmericanAir cut it. Put me on a flt tomorrow.,2
@AmericanAir nah u boofin u dont talk like any humans i know. Respond like u actually have a brain. And again i dont want customer relations,2
@AmericanAir I have no transportation to and going to some other city and getting to NY sometime on Wed?! I'm sorry that's not gonna cut,2
"@AmericanAir because of you, I am doing the one thing I tried to avoid. Thank you for sending me to baggage claim.",2
@AmericanAir my flt is at 7a tom. I have now rec'd notification that I'm going out from some other airport,2
@AmericanAir how does one book a ticket online and put it on hold?  Does that require that I pay for the ticket?,0
@AmericanAir can you help me with a reservation? cant get through on the phone,2
@AmericanAir ask the 10 people you left behind at Miami airport because you guys could not wait 5 minutes and ... http://t.co/XPM98Igqjn,2
"@AmericanAir can you do anything to get #AA953 moving? Been almost 24 hrs and hundreds at jfk upset, tired and want to get to BA.",2
@AmericanAir more of the insane treatment by your customers,2
@americanair Help!  I need to speak to a live agent before I lose my online reservation being held.,2
"@AmericanAir @_emmaclifford No. At JFK you sort of have to guess things out. It's a small airport, so whatever.",2
@AmericanAir is this how you let your employees treat your loyal customers? #attackingbabymomma #crazinessintherockies,2
@AmericanAir  Mad love http://t.co/4ojrSDWPkK NYC-,1
"@AmericanAir thanks for forcing me to check -in my carry - on luggage. That is exactly why I spent extra money on ""travel size"" toiletries",1
"@AmericanAir @ejacqui If you updated the screens, then people would know the Late Flightst info, good or bad. And that wouldn't work because...",2
@AmericanAir missing a full days of work thanks guys,2
@AmericanAir Trying to find out if flight #340 DFW to HOU is on tonight. Exec platinum desk not calling back and online info not clear.,2
.@AmericanAir I can't even get on the phone with your reservations team. The system automatically disconnects us.,2
@AmericanAir Flight Cancelled Flighted and rebooked but agent made a mistake and booked wrong date! Been trying to get through via phone for hours!!,2
"@AmericanAir @russelneiss No, American. This is simple. How about YOU call HER back with the info for her new flight. Basic customer service",2
@AmericanAir I have looked and I was told it was in Guatemala last night. No record of anywhere today. I need my clothing for work tomorrow.,2
"@AmericanAir Cool, a canned response. Nah, I think I'll keep tweeting at everyone who mentions AA on Twitter. You could DM me, though.",2
@AmericanAir please fix your mobile and desktop site to allow Canadians to select a passenger when checking in. Thanks.,2
@AmericanAir tried ringing but told me to try again Late Flightr. I'm supposed to be leaving in an hour...,2
@AmericanAir You guys did an amazing job today! Know it’s hard; thanks to Kate Appleton for all her hard work reFlight Booking Problems my friends and me!,1
.@AmericanAir cover a rental car or refund our ticket? - I'll gladly drive 10 hrs home than be stuck here till Tues!,2
@AmericanAir should reconsider #usairways acquisition. Flight 1843 AA gold flyers insulted by attendant for hanging jacket!,2
@AmericanAir   You neglected to mention the $200 fee per ticket.  I had a medical reason and still have had to jump thru hoops.,2
@AmericanAir yes and I would like a refund.,0
@AmericanAir how realistic is it to make an 80 minute domestic to international transfer at JFK for a non US citizen?,0
Eliza &amp; I cheated on u @AmericanAir with @AirTahitiNui &amp; it was a lovely flight. But we'll be back! Lots!,1
@AmericanAir I hope you like the photo :) http://t.co/p7fSLuxEGW,1
"@AmericanAir @sweetmel If weather is bad, wouldn't your folks try extra hard to communicate...or load bags onto flight 1320...or...anything?",2
"@AmericanAir and how is this not a mechanical issue? All evidence points to the idea that it’s the ILS at CLL at fault, not the weather.",2
"@AmericanAir @CAexhibitions Sorry in, like, a general way? Or sorry that incompetence/understaffing is compounding weather issues?",2
@AmericanAir please help us get home tomorrow!!!!!,0
"@AmericanAir @tennetexan Too bad there's only, like, 3 people on that team, then. Because this is next level unreal.",2
"@AmericanAir @marxsterbcow How is this a real life response to a customer service issue? Seriously. Keep trying to call us. Eh, might work.",2
@AmericanAir fix the engine of flight AA3031so I don't spend all night in your airport so I can fly home tomorrow,2
@AmericanAir Thank you.....you do the same!!,1
@AmericanAir @ActingOutMgmnt Just make sure they remember to load the bags onto the plane. They Cancelled Flight the flight when they forget...,2
"@AmericanAir @brewcrewfan8 Is this real life, AA? Like, 2015 real life? You should be emailing/calling/DMing people you've inconvenienced.",2
@AmericanAir hey there me again from yesterday im still on hold,2
@AmericanAir weather is unavoidable. Understaffing is controllable,2
"@AmericanAir Not only was 5418 Late Flight, but we've been boarded and waiting for over 30min. WTF?",2
@AmericanAir @yvonneokaka When do I get my personal response and apology for your crew's having forgotten to load baggage onto my flight?,2
@AmericanAir All flts to JFK Cancelled Flightled Thx to UR agent at SFO Im rebooked on UA. Didn't get name. She was awesome!  #twitterhug #shesaidrun,2
@AmericanAir I know.  After an hour I got a live person.  It messes up our arrival and car plans at two airports and is costing us more.,2
@AmericanAir I can't get ahold of aadvantage reservations.  I need to ticket a reservation that Cancelled Flights soon.  can you help?,0
"@AmericanAir i was also told by agents my issues ""aren't their prob"" K fine. I get it. But have some compassion 4 others dealing w/this!!!",2
@AmericanAir What's the status at DFW? Ticket agent at gate A9 was very rude and unhelpful.,2
@AmericanAir i was spoken 2 like I'm an idiot and that is not OK!! I don't need to deal w/ that esp after the travel experience I've had,2
@AmericanAir I am trying to switch my flight to AA 1359 I am currently on AA 2401 at 6:50am MONDAY morn then AA 2586! Help Me!!,0
@AmericanAir I really hope it departs. They said is because the catering service wasnt available but we can see it next to plane doing nthin,2
@AmericanAir I understand weather is not your fault but ur cs reps are atrocious. I am NOT happy nor will I EVR fly w/ u again.,2
"@AmericanAir When I left Orlando, I was 2nd in line for standby. I land and I'm 4th. 'Priority members get first available seats'. Awesome.",2
@AmericanAir You didn't respond to my DM. You tweeted the same canned tweet you're telling everyone else.,2
@AmericanAir I DMed you my AA &amp; phone #s &amp; you can't have someone call me? What was the point of your response? You didn't resolve anything!,2
@AmericanAir don't you guys have an email address? Just put me on the next available flight from ohare,2
@AmericanAir But Eagle is always Late Flight,2
@AmericanAir I have never on all my trips on any airline ever nat'l or int'l ever experienced anything like this!,2
"@AmericanAir your call center won't let me wait on hold, which I would happily do. Am I seriously supposed to just keep calling? Not great",2
@AmericanAir half hour Late Flight leaving DFW...no attempt at an explanation,2
@AmericanAir I'm on flight 1027 tomorrow that got Cancelled Flightled. Need to find an alternative to get to Dallas. Please help.,2
"@AmericanAir 30 minutes flight from OKC and then make us wait, 30 minutes cause the gate isn't empty.  #epicfail #poorplanning",2
"@AmericanAir seems like queue times are very high, in Q waiting for an agent 4 almost  an hour.Flight got Cancelled Flightled. http://t.co/sDm2wvR3zr",2
"@AmericanAir Nah, just horrible dining options outside of club. Luckily Manuel in the Admirals can make a Bloody Mary.",2
@AmericanAir any earlier flights SAP-&gt;Mia &amp; Mia -&gt; New York (lga) on 03.03. I'm currently booked on flights 1504 and 1102.,0
"@AmericanAir no hold times, just disconnections.   There is no excuse for that",2
".@AmericanAir nice 2 know. I paid 4 a seat. Then you sold my seat. now I bought a 3rd seat. It's a good scam, but a scam all the same.",2
@AmericanAir I’ll play it by ear. I know that you are doing your best. Buy some chewey oatmeal cookies for your customer care folks.,2
"@AmericanAir if business class if full but 1st class empty, do you guys upgrade EXP members to 1st?",0
@AmericanAir I've been trying for 4 hours to get hold of someone.,2
@AmericanAir thank you for quick responses.   #aa usually has fantastic customer service. That's why I was so shocked when it wasn't there,1
@AmericanAir what are my chances of making a connection to El Paso (AA504) with DFW from SAT (AA200) delayed 30 minutes?,2
"@AmericanAir  beyond frustrated with no call back from auto hold or whatever you call it. Entered my number at 11:30 CST, still no call 2:26",2
@AmericanAir ahhhh your silence is golden now.  This tops it all.  Anyone get fired?,2
@AmericanAir Hey AA - can you help with an itinerary for a plat custy?  Stuck in PVR and phones aren't working,2
@AmericanAir @ShannonBloom Where's my DM? Where's my voucher? Who's paying my $70 cab and my $50 car back to JFK tomorrow?,2
@AmericanAir we've been on hold for hours.,2
@AmericanAir @Stone9956 Do you dislike delays when they're caused by YOUR crew forgetting to load bags &amp; lazy pilot wanting duty day to end?,2
@AmericanAir can you guys help me please?,0
@AmericanAir @travisamex It's not the weather. It's also gross incompetence. Understaffing. Crew forgetting to load bags. Don't duck truth.,2
http://t.co/EIw2sYb8Fu roberts&amp;s=1 @AmericanAir,0
@AmericanAir .....and they waited 5 hours in a stuffy plane until they could get off then 7 more hrs to get their luggage  #AmericanAirlines,2
@AmericanAir do you guys have another flight for today that you can book me on from laguardia to louisville ky?,0
@AmericanAir my flight out of TYR tomorrow was Cancelled Flighted due to weather. How long until a rebook?,2
@AmericanAir Has AA Flight 296 from San Antonio to Dallas been Cancelled Flighted?,2
@AmericanAir trying to book a flight on hold- can't get through to a representative on the phone- Advice?,2
@AmericanAir Cancelled Flights flights arbitrarily on same itinerary.  Weekend ruined for no good reason! No crew = missed Monday am mtg.,2
@AmericanAir i need someone to help me out,0
@AmericanAir my flight was Cancelled Flightled from Laguardia to Louisville Ky and i am  stuck at the airport. Do you guys compensate for this?,2
"@AmericanAir &amp; if that wasn't enough, your staff have been so rude &amp; ignored passengers,don't think that should be accepted whatever reason",2
@AmericanAir I understand the weather issue but you can't expect passengers to wait 24 hours inside airports for whatever reason. Outrageous,2
"@AmericanAir guarantee no retribution? If so, I'd be glad to share.",0
@AmericanAir a friend is having flight Cancelled Flightlations out of LAX to CMH on Feb 23. Anyway to help her? 800 number has been no help,2
"@AmericanAir I used the ""call back"" feature with an operator regarding my flight, got a call 2 hours Late Flightr and got hung up on. #pleasehelp",2
"@AmericanAir I need to be at work tomorrow at 8am, therefore that doesn't help.  Direct message faster than calling 800 number? #Backwards",2
@AmericanAir  ugh Dump us in dfw w/no luggage then Cancelled Flight our flight 3 more times. Sat arrival now Tue?,2
"@AmericanAir Cancelled Flights my flight, doesn't send an email, text or call. Then puts me on way earlier flight I might miss now. Thanks AA!",2
@AmericanAir DMing you now! Big thanks.,1
@AmericanAir 3078 is overweight so you pull 2 dozen passengers off? Why not luggage? Seriously?,2
@AmericanAir I love your company and your staff is amazing. They just made an uncomfortable situation comfortable,1
@AmericanAir I wait 2+ hrs for CS to call me back re why  flt is cxld/protection &amp; they hang up the minute I answer on 1st ring?,2
"@AmericanAir I've been on hold for 55 mins about my Cancelled Flighted international flight. Am out of country, so can't leave a call back #. Help?",2
I just need a place to sleep when I land without accommodations in PLS @AmericanAir!,2
@AmericanAir Love the new planes for the JFK-LAX run.  Maybe one day I will be on one where the amenities all function.  #NoCharge #Ever,1
"@AmericanAir Call me Chairman, or call me Emerald. After what you did today to me, you can call me a former customer.",2
@AmericanAir Flight 236 was great. Fantastic cabin crew. A+ landing. #thankyou #JFK http://t.co/dRW08djHAI,1
@AmericanAir Flight 953 NYC-Buenos Aires has been delay since yesterday at 10PM. Is going to take off at 3.30PM now? Give us answers!,2
"@AmericanAir Flight Cancelled Flightled, can't go home until tomorrow. I could use dinner and a play, @AmericanAir! It's my first time in NYC.",2
"Thank you. “@AmericanAir: @jlhalldc Customer Relations will review your concerns and contact you back directly, John.”",1
@AmericanAir How do I change my flight if the phone system keeps telling me that the representatives are busy?,2
@AmericanAir Thanks! He is.,1
@AmericanAir thx for nothing on getting us out of the country and back to US. Broken plane? Come on. Get another one.,2
"“@AmericanAir: @TilleyMonsta George, that doesn't look good. Please follow this link to start the refund process: http://t.co/4gr39s91Dl”😂",0
"@AmericanAir my flight was Cancelled Flightled, leaving tomorrow morning. Auto rebooked for a Tuesday night flight but need to arrive Monday.",2
@AmericanAir right on cue with the delays👌,2
@AmericanAir thank you we got on a different flight to Chicago.,1
@AmericanAir leaving over 20 minutes Late Flight. No warnings or communication until we were 15 minutes Late Flight. That's called shitty customer svc,2
@AmericanAir Please bring American Airlines to #BlackBerry10,0
"@AmericanAir you have my money, you change my flight, and don't answer your phones! Any other suggestions so I can make my commitment??",2
@AmericanAir we have 8 ppl so we need 2 know how many seats are on the next flight. Plz put us on standby for 4 people on the next flight?,0
Gas by my house hit $3.39!!!! I'm going to Chapel Hill on Sat. :),1
Iranian general says Israel's Iron Dome can't deal with their missiles (keep talking like that and we may end up finding out),0
with J Davlar 11th. Main rivals are team Poland. Hopefully we an make it a successful end to a tough week of training tomorrow.,1
"Talking about ACT's && SAT's, deciding where I want to go to college, applying to colleges and everything about college stresses me out.",0
"They may have a SuperBowl in Dallas, but Dallas ain't winning a SuperBowl. Not with that quarterback and owner. @S4NYC @RasmussenPoll",0
"Im bringing the monster load of candy tomorrow, I just hope it doesn't get all squiched",2
"Apple software, retail chiefs out in overhaul: SAN FRANCISCO Apple Inc CEO Tim Cook on Monday replaced the heads... http://t.co/X49ZEOsG",2
@oluoch @victor_otti @kunjand I just watched it! Sridevi's comeback.... U remember her from the 90s?? Sun mornings on NTA ;),1
#Livewire Nadal confirmed for Mexican Open in February: Rafael Nadal is set to play at the Me... http://t.co/zgUXpcnC #LiveWireAthletics,2
@MsSheLahY I didnt want to just pop up... but yep we have chapel hill next wednesday you should come.. and shes great ill tell her you asked,1
@Alyoup005 @addicted2haley hmmmm  November is an odd release date if true but if it becomes big enough maybe she could sing it at Grammys,2
"#Iran US delisting MKO from global terrorists list in line with Iran campaign: Tehran, Oct 30, IRNA -- Secretary... http://t.co/9wWvxEbf",2
Good Morning Becky ! Thursday is going to be Fantastic ! @SwedenG @DJ4JG @Grdina @Paverlayer @FSBull @RevkahJC @DicksTrash @borderfox116,1
"Expect light-moderate rains over E. Visayas; Cebu, Bohol, Samar & Leyte have 30-70% chance of rains tonight! Expect fair weather tomorrow!:)",2
One ticket left for the @49ers game tomorrow!  Don't miss the rematch of the NFC Championship game against the NY Giants!  Hit me up!,1
"AFC away fans on Saturday. All this stuff about the 'she said no' chant. It's bollocks. When he has the ball, just turn your back on him.",0
Why is it so hard to find the @TVGuideMagazine these days? Went to 3 stores for the Castle cover issue. NONE. Will search again tomorrow...,0
@TrevorJavier the heat game may cost alot more...and plus I would rather see Austin Rivers play,2
"Never start working on your dreams and goals tomorrow......tomorrow never comes....if it means anything to U, ACT NOW! #getafterit",1
"@TheFFAddict I had Vick and Flacco, needed an upgrade.  Vick may get benched, Jennings a back up again soon. I thought it was a win for me.",1
Looks like Andy the Android may have had a little too much fun yesterday. http://t.co/7ZDEfzEC,1
@APGPhoto oooh nice .. Tis tempting to go up the lakes with my Nikon ...  Hmmmm I may do that ..,1
"BLACK FRIDAY Huge Saving Aerial View of a City, Paris Las Vegas, the Las Vegas Strip, Las Vegas,... http://t.co/DCTgeSED",2
"@MelmurMel @PBandJenelley_1 @vl_delp_ham_ Jenelle lies,1st she said she was alone &the hosp.now she's saying how weird it was for Keiffer's",0
"@MyBeautyisBrown LMFAO his big ass get on my nerves, you going to class tomorrow?",0
"Mohamed Morsi, Egypt's Muslim Brotherhood president, instructed the Supreme Council of the Armed Forces Thursday... http://t.co/NnBeUvSt",2
C'mon Avila! You just got tagged out by a guy who looks like the kid Bill Murray was researching in The Royal Tenenbaums! #Tigers,2
"@thehuwdavies you think the Boro will beat Swansea? I'm not so sure, December/January is when we implode",0
"At the first Grammy Awards, held on 4 May 1959, Domenico Modugno beat out Frank Sinatra and Peggy Lee for the Record of the Year,with Volare",2
"Good morning Thursday. ""Life is fragile. We're not guaranteed a tomorrow so give it everything you've got."" - Tim Cook [Do it for Jobs!]",1
#Twitition Mcfly come back to Argentina but this time we want to come to mar del plata!!! http://t.co/DlXY0LCg,1
@Astrochologist anything. I wondered how the aspects btwn my sun/moon faired with my rising. I also have Venus in Sag...yea lol Thank u :),1
My teachers call themselves givng us candy....wasn't even the GOOD stuff. I might go to Walmart or CVS tomorrow/,0
"#Broncos Peyton Manning named AFC Offensive Player of the month. It's his 5th such honor, second to Tom Brady's 6, tied w/ TD.",2
@TooZany is bringing out Kendrick Lamar the 6th of December!?! Get your tickets now!,2
@jackseymour11 I may have an Android phone by the time I get back to school! :),1
"Andre's Wigan Warning - #COYS Official Site Wigan might currently occupy 15th place in the Premier League,... http://t.co/3mo7WIWd",2
"@juice005 strange enough, I'm going to see Noel Gallagher in concert tomorrow  night. #alldayb1tch",2
How are they going to act in new york with the subways out? They better clutch it out like Eli Manning 4th quarter,2
"Homegrown talent missing on Signing Day: Throughout most of the day on Wednesday, the video scoreboard ... http://t.co/6dZ2hQkD #Raleigh",0
taylor swift is coming with ed sheeran june 29th? most perf news i've heard all night.,1
The great Noel Gallagher is about to hit the stage in St. Paul. Plenty of room here so we're 4th row center. Plenty of room. Pretty fired up,1
"@lala_cox There are going to be plenty of ups & downs for Boro,Cardiff,Leicester etc until May.I hope we are still in with a shout for promo",2
"Playing as the Browns HC K. Fri in #Madden13, XFacalac lost to the Ravens 21-28 on All-Madden #ConnectedCareers",2
@rosanne_89 Nooooooooo rosanne! They've just restocked them and me going overseas Sunday means I can't afford them :'(,0
The pain is far deeper than a Billy cundiff missed field goal. Gotta wake up and forget about it tomorrow. #Orioles #stayhungry,2
@grandvincenzo on November 16 be ready to head to the movies. Breaking Dawn: Part 2. (;,1
"after seeing @Iam_FaithReid's tweet about watching The Vow, I think I may need to watch it.",2
"Tomorrow shall consist of watching Will Ferrell films with my fave people and Chinese food, sweet.",1
"@jbmclendon And the same station that will air new episodes of COUGAR TOWN in January! @tbsveryfunny has been good to us, Jordan. #PennyCan",1
Alex Poythress had 11 points and 7 rebounds in his debut with Kentucky during an exhibition game on Thursday. He played 28 minutes.,2
I think I may have a heart attack for Jason Wu's new collection. So Charlotte Rampling in the Night  http://t.co/2KRW4kTn,1
If I can get my equipment working correctly we will have a live show on Friday at 6 pm CST with contactee Ray... http://t.co/9LVKwcYJ,2
Amazing concert tonight with Jim White and the TCU Jazz Ensemble/Faculty Jazz Combo!  Don't miss tomorrow night... http://t.co/i9asnsET,1
"#Nationals 9th Inning had that ""4th Quarter #Redskins"" feel, didn't it?  Coulda swore I saw Cundiff shank one from the mound.",2
Capello says time for Russia to win big match: Russia manager Fabio Capello on Thursday said that he intended to... http://t.co/EFc5Cfng,1
JACKALS GOAL! Jimmy Martin sneaks a rebound past Killeen to give Elmira a 2-1 lead. Bushee & Bellamy with the assists.1:09 left 2nd period,2
Kick-off your weekend with service! EV!'s Get on the Bus trip to the Boys & Girls Club is Friday from 3-6! Hope to see you there :),1
"@nater0driguez Lmfao alright u got me there. Good job Parker and the spurs, see y'all jan 9th. If I get an extra ticket to that game ur goin",1
Desperation Day (February 13th) the most well known day in all mens life.,0
@SunnyClifford We have a similar circumstance in Australia. Jan 25 is Australia Day & many First peoples call it Invasion Day.,2
paul-and5homos: Harry and Louis are just fri- Eleanor is such an inspira- Harry is such a manwho- Louis is... http://t.co/jxxTNlu6,2
"#web Apple software, retail chiefs out in overhaul: SAN FRANCISCO (Reuters) - Apple Inc CEO Tim Cook on Monday replaced the heads of ...",2
@PaperChasinAL: Damn next Saturday tho Niggas was trynna get shit over with #early,0
and the 4th one is for Harry Styles!! <33333,2
"Blog Post: MTV's ""Teen Mom 2"" Returns for an Intense Third Season with Chelsea, Jenelle, Kailyn and Leah on Monday,... http://t.co/mgMHsfvu",2
The Business Leader's Award ceremony will be held during the @wef annual meeting in Davos on the  25 January 2013! http://t.co/YI4r8UFM,2
@elifyk1 Hi Elif  Greetings from USA midwest  How is school going?  Happy Turkish Republic Day!  I can't wait for Nov 8 #NewGlee Yes!,1
Hoping to look FIT tomorrow on the Jeremy Kyle show #ITVFashion,1
@Jordon_Atkins me you and joe gone chill Saturday of i come tho,2
"Obma fails 2unite us, he divides us by sex, color,party,age, wealth Nevada's 1st Latino governor votes early for Romney, predicts GOP win",0
Grammys concert pays moving tribute to Whitney Houston: Whitney Houston was given a final sendoff by the Grammys on Thursday as Halle...,1
We tallied up the votes and are announcing the winners for Calling All Communities! Tune in http://t.co/XmaXMLCQ on Nov 1st at 11am (CST),2
It's Radio 1 Rocks next -  week starting off with a Live lounge on @fearnecotton's show with Bullet for my Valentine on Monday,2
Drew Peterson is #Untouchable no more! Check out these movie photos before you watch on Sun at 7/6c: http://t.co/LT9WUkOD,1
@HotspurRelated im just a 19 year old still on loan for the 3rd time at coventry 79 overall hopefully when i return bale will still be ther,2
PUMPED to open the season tomorrow night against Georgetown!  Women's Preview: http://t.co/1k3PAK3C | Men's Preview: http://t.co/n5oFat9V,1
Just found a piece of candy that may have been injected with something. #Why,0
Apple shakeup Mobile software boss eased out: Apple Inc. CEO Tim Cook on Monday pushed out the powerful head of the company&#039;s mo...,2
"Somehow I managed to ""lose"" my princess leia bra on Saturday. I'm going to Noel Gallagher as ""Glock at Phish"" ie jorts&tank. @custymcnoob",2
"@docbungle I may relent and get one myself, but I hope it doesn't come to that. Hopefully all the decent apps will get ported to android",2
"SAEED: #NowPlaying: BEP, Ricky Martin and KT Tunstall! Great songs to get you through your Sunday! Hate the rain!! http://t.co/c9PmolGw",1
"@juliecrawley25. @GininjaDesign. @Donna_Butlin. Nope, it's just Camden, eating Greek food with a pumpkin... Just another Wednesday.",2
"FAQ: What is 'skeuomorphic design' and the executive shakeup at Apple: SAN FRANCISCO, CA - MARCH 07:  Apple CEO ... http://t.co/YCvoPl98",2
Fact of the day; Halloween night is Papa John's second busiest night of the year behind Super Bowl Sunday.,2
Omg. Ricky Martin may be gay but he is one fine ass gay man.,1
@lenakoncha the Clippers are playing the Cavaliers on Monday and are having a night to honor Israel! :) wish you were in LA STILL.,1
"Noel Gallagher: ""Musicians are fucking idiots."" - Yeah, Brian May - he's an idiot... an idiot who just so happens to be a professor?",0
Vow is likely to return from a midsummer break in the Prix de Royallieu at Longchamp on Saturday. http://t.co/FmoCg7YK,2
"@HOPE_forHippies Hell yea lmfaoo , & see you tomorrow Asia baby (;",1
@Real_Liam_Payne I wanted you to know that here in Argentina is going to make a directioner fest 10 November te Amo TE AMO te amo!,2
"Its November already.. Christmas will be here soon, then New Year, then Valentine's day then GRADUATION?!?!",2
#NowPlaying Michael Jackson - She's Out of My Life (Live At Wembley July 16. http://t.co/vxRYuADn L.O.V.E it! #MjTunes,1
Niggas be on the LAKERS DICK...we still gon finish damn near first seed...while yo team be struggling for the 8th spot,0
"@RediTlhabi @StevenB7777 OCTOBER  people have principles..& argue passionately for them, about them & ACT on them.  Ghandi, Sadat, ADT, me!",1
@amberrblack amber fantastic news!!! We will reunite with Barbara and jenelle on November 21st when teen mom 2 premieres!!,1
I need another Viv necklace... May buy myself one for Valentines day #nojoke,2
"I'm in the bathroom bumping ""Niggas In Paris"" Crunk ass hell like it's my 1st time hearing it this song will never get old lol",1
"Just got tickets to see Muse in Florida. That, combined with the Grammys two weeks prior, equals a really busy February for Ruby and myself.",2
Battle for the 17th banner: Royal Rumble basketball edition,2
